score	text
456	I call my kettle Jim Carey. Because he brews-all-my-tea.
456	My dad asked me which Super Bowl commercial I liked better, the Doritos one or the Mountain Dew one. I told him, "It's a tie, dad"
455	What did the rising sun say to the morning dew? You will be mist.
454	A person was accused of burying someone in cement but there was no concrete evidence.
454	Got my wife the other day... Wife: Oh look, a moving sale, we should go see what they have. Me: I only hope we can catch it.
453	What do we want? Low Flying airplane noises! When do we want them? Neeeeeeeooooooowww!!
452	4 guys are sitting in a boat with 4 cigarettes but no matches. How do they light their cigs? They throw one cigarette off the boat and make it a cigarette lighter!
451	What do you say to your sister when she's crying? Are you having a crisis?
451	Today I yelled into a colander. I strained my voice.
450	What did the left eye say to the right eye? Between you and me, something smells.
450	How do you make a water bed more bouncy? By adding spring water!
450	Our mailman got a sex change so we call him the postman now.
449	I saw a Korean martial artist holding out a basket of donuts. When I asked if I could take two, he said no. I said, "Can I at least Taekwondo?"
449	I heard this girl talking about how much she hates stalkers. I nearly fell out of my tree.
449	My son was saying how funny the Old Spice commercials are... I told him it was because of their scents of humor.
449	I told my dad that the Doctor may induce my wife into labour tomorrow My dad: Oh, so 9 months ago she was se-duced and now tomorrow she'll be in-duced.
448	I served eggs Benedict on a hubcap, because there's no plate like chrome for the hollandaise.
448	What do you say when your pea rolls away? It's an escape-pea!
448	Cannons Daughter playing Civ 5: They keep giving me cannons. Me: Make cannonade
447	What do bees mate with? Their honey
447	My wife accused me of splitting hairs during an argument It's only because I don't use conditioner. She pushed me out of the bed.
446	I dig, you dig, he digs, she digs, they dig, we dig... It's not a long poem, but it's deep.
445	Make sure you get plenty of sleep tonight Tomorrow we begin a 31 day March!
445	When I told my friend I had decided to shave all my hair, he looked me in tge eyes and said: "That's a bald move"
444	[police chasing man on foot] Police: STOP RIGHT THERE! Man: *breathless* Oh God! I can't run anymore. Police: *grinning* sounds like you need... arrest.
444	My son asks "dad are these cow gay?" No , these are bison
442	My vacuum cleaner wasn't working very well, so I tried to fix it. Now it sucks even more.
441	You can never trust a Croissant to get things done. They're super flakey.
441	EVERY TIME he goes to the gas station Dad: I'm going to fill the car up with gas AND put fuel in the tank!
440	Communist jokes aren't funny Unless everyone gets it
440	I waited through all of 2016 just to post this. This.
440	What's the lazy baker's favorite recipe? Loaf bread.
438	How do you make holy water? you boil the hell out of it
438	My dad gave me condoms for my 18th birthday... He said "don't make the same mistake as me."
437	I was fired from the keyboard factory today I wasn't putting in enough shifts
437	🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌🦌 I just made a quick twenty bucks.
437	My brother hit me with this after I questioned if he should be day drinking on a Wednesday. "Don't worry, boss said it was ok" He owns his own business.
436	I'm like the fabric version of King Midas Everything I touch becomes felt
436	I'm deathly afraid of elevators... I take a lot of steps to avoid them.
435	What has 4 wheels and flies A garbage truck
435	A financial tip: Don't invest in skiing companies. The entire sport is going downhill fast.
434	My friend has been a limo driver for 25 years and hasn't had a single customer... All that time and nothing to chauffeur it...
434	I've been charged with murder for killing a man with sandpaper. To be honest I only intended to rough him up a bit.
434	What's Forrest Gumps gmail password 1forrest1
434	I had an idea for a movie plot where a retired cia agent searches for his kidnapped daughter in paris. Turns out that idea was Taken
433	I have a friend who was born on October 10th. Every year for his birthday I get him a 3 foot long pole. He hates it. It might be stupid, but 10/10 wood post again.
433	What was Bob the builder called when he retired Bob
431	What do you call a non-practicing Jew? Jew-ish
431	If you are ever at risk of hypothermia, DO NOT count anything in small quantities... or else you'll get a little number.
431	Hear about the Palestinian who married the Minnesota girl? Dad: They had a son today. Me: what's they name it? Dad: Yassar Yubetcha.
431	"How would you like that cooked?" "On the grill!" Even though all his kids are adults kow, my dad still pulls out the old classics while we're out to the local burger joint.
430	What's Forrest Gumps favorite pasta? Penne
429	What do you call a soda researcher? A fizzisist!
428	What's the difference between a kleptomaniac and a literalist? The literalist takes things literally. The kleptomaniac takes things, literally.
428	Son: Dad, what's your favorite rock group? Dad: If I'm being subjective, I'd say The Who. But if I'm being objective, I'd say The Whom.
428	Me- Did you know milk makes you break out? Dad- Is that why they don't serve it in prison?
427	No matter how kind you are ...German children are kinder.
426	I'm bald and im going to get a head tattoo of multiple rabbits So from a distance it looks like hares
426	Your mom had to get a tuberculosis test for work. I guess we'll finally have an answer to the age-old question . . . TB, or not TB?
426	What did the scientist say when his fridge got down to -459 F? That's 0K.
426	After seeing my girlfriend in the shoe department... "So, this is where you do your sole searching."
425	An aspiring thief enters the theatre... ...and steals the spotlight.
425	Will glass coffins become more popular? Remains to be seen.
424	Pun enters a room, kills 10 people. Pun in, ten dead.
424	I hired some gay men to frame my new home... They did a terrible job, wasn't a straight stud there
424	So my friend was complaining about some stuff and then later in the conversation he comments that he likes radishes. My response: Well, I guess we found the root of all of your problems.
423	I hired a carpenter, but she'll only work on the walls, ceiling joists, doorframes, and windows. Apparently floors are beneath her.
422	What does a condiment wizard perform? Saucery
422	Why are mountains funny? Because they're hill areas
422	My kids keep telling me to stop pretending to be butter... But I'm on a roll now...
422	I don't understand why my credit is so bad I get letters from all of my creditors each month telling me my balance is outstanding.
420	What's the fastest liquid on Earth? Milk. It's pasteurized before you see it.
420	Give a man a plane ticket, he'll fly for a day. Push a man out of a plane, he'll fly for the rest of his life
420	Why are gay people bad at lying? They can never make a straight face.
420	My dad tried to pay for something by singing Ring of Fire but they didn't accept Cash
420	How do you find Will Smith during a snow storm? Look for the Fresh Prints
419	What do you call an illegally parked frog? Towed.
418	What do you call a bear with no teeth? A gummy bear
418	My teenage daughter saw me reading Dune She said "You keep telling me to read this book. How about it?" I said "It's a good book, though a bit arid."
417	Old Macdonald's son decided to join the army instead of farming. He is now E.I. G.I.Joe
417	What do you call a cancer doctor who works 24/7? An on-call ogist
417	My friend told another friend that Pamela Anderson and Kid Rock were no longer together... I responded: "yeah that was a while ago, he's Adult Rock now"
416	What's orange and sounds like a parrot? A carrot.
416	"Never buy flowers from a monk", Smokey the Bear said. Only you can prevent florist friars.
416	Dr. Henry Heimlich dies at age 96 Sorry, I'm getting a little choked up over here
414	I keep getting told I'm a terrible mailman.. Oops I've posted this in the wrong place
413	what did batman say to robin before they got in the batmobile? "robin, get in the batmobile"
413	When does a joke become a dad joke? When the joke becomes apparent.
412	A lamb, a drum and a snake fell off a cliff Baa, dum, sss
412	I found a good bread recipe where I don't have to get my hands messy from mixing it. It is kneadless, to say.
412	Ever had sex while camping? It's in tents.
411	2 years ago, the doctor told me I was losing my hearing. Haven't heard from him since then.
411	Mom was about to make dinner when Dad saw her get the eggs out of the refrigerator. "What are you making?" "Chicken." "That's gonna take a while, isn't it?"
410	A cop pulled me over and asked me, "Where were you at 5-6?" I replied Kindergarten
409	What sound does a 747 make when it bounces? Boeing-boeing-boeing
409	The guy from the "Take On Me" music video I don't know what's about him, but he seems a bit sketchy
408	Why can't a nose be 12 inches? Because then it would be a foot
408	My obese parrot died It was a weight off my shoulder
408	Some say the post office is a very mail dominated workplace... ..But if a woman wants to work there i say letter.
407	I was going to tell you a joke about Social Security But you probably won't get it.
406	A Covid test nurse asked me if I've had a sudden loss of taste. I told her, "No, I've dressed like this for quite a while."
406	For the past year, I've been going out drinking alternating between my friend Greg one week and my other friend Ian the next week. I'm on a Greg-or-Ian calendar.
406	I used to have a pet Newt when I was little... I used to have a pet Newt when I was little, his name was Tiny. Do you know why his name was Tiny? Because he was minute.
405	My 15 year old sent a text asking me to pick him up from school and added "not in your pyjamas". So I'm wearing his, because good dads listen.
405	Me: "I need a doctor's appointment." Receptionist : "How about 10 tomorrow?" Me: "No thanks. I don't need that many."
405	What rock group has four men who don't sing? Mount Rushmore.
405	Why did the hipster wear flannel in the summer? He wore flannel before it was cool.
404	I like to crouch down, hug my knees and lean forward. That's just how I roll.
404	I've never liked speed bumps much. But I'm getting over it slowly.
404	My girlfriend gets mad whenever I mess with her red wine. So I added some fruit and lemonade to it and now she sangria than ever.
404	I haven't figured out how my telescope works yet But I'm going to look into it.
403	Every night I tell my wife I'm going out for a jog, but I don't go, and she knows it It's a running joke.
403	My Dad last night Mom: "Spider! There's a spider up here!" Dad: "No thanks. I already ate."
402	I Broke My Finger Last Week... On the other hand, I'm okay.
401	Is it acceptable for a non-dad to post a joke here? Or would that be a faux pa?
401	I found some spring water I bought 3 months ago. I guess it's summer water now.
401	What do you call someone who likes anime and eats one type of cereal? An oataku.
400	What's the difference between Dubai and Abu Dhabi? People in Dubai don't like the Flintstones, but people in Abu Dhabi doooooo!
400	I just want to give a shout out to sidewalks For keeping me off the streets
399	I made my son take off his dragon slayer costume this morning. It wasn't knight time yet.
399	I got mugged last night by six of the Seven Dwarfs. Not Happy.
399	Shucking Peas with my Dad 10 Seconds Ago One pea falls out of the pod onto the ground...... Dad: "Oh look! an escapee!" Mom and I groan....
398	What is it called when a chameleon cannot change its color? A reptile dysfunction
398	My girlfriend made me proud with this one. We were in a store called poundland, and I dropped some change at the till... She asked "Where did your pound land?"
397	How did cavemen meet cavewomen? They went out clubbing.
397	I think my wife is ready to be a dad. Doc: "Yup you are definitely pregnant" Wife: "You got to be kid-in-me" and after the doc (sighs and) leaves, whispers to me.. "Totally birth it"
396	A pun walks into a bar, and ten people drop dead. Pun in, ten dead.
396	I was captured by ISIS after Iran away Now all I'm China do is to survive
396	Why was Han Solo crying at the dinner table? Because the meat was Chewie.
396	"Son, you're just not cut out to be a mime." He replied, "Is it something I said?" "Yes."
396	I was going to make a joke about drummers but, um, tsss!
396	What's the difference between a hippo and a Zippo? One's really heavy, the other's a little lighter.
395	Why can't two elephants swim at the same time? They only have one pair of trunks.
395	Did you hear about the Italian chef? Sadly he pasta way
395	A sheep, a drum, and a snake fell off a cliff. Baa-Dum-Tss.
394	Working out is like a drug to me. I don't do drugs.
394	How long does a dad joke last? A paternity. (I am very, very proud of this one. I came up with it myself!)
394	What's the hardest part about being addicted to banking? The withdrawals.
394	What's the most commonly misspelled blood group? Type O.
393	I can cut wood just by staring at it It's true, I saw it with my own eyes
393	It wasn't much fun when I broke my neck last year. But now I can look back and laugh.
393	What the definition of a will? It's a dead giveaway...
393	I heard a friend spreading nasty rumours about me, so I went over furious and said... "You discussed me!"
393	The girlfriend told me to tell her what day it was. 10/4
393	I'll do algebra, tackle geometry, maybe even a little calculus... But graphing is where I draw the line.
392	I sure hope Elon Musk doesn't get into a scandal. Yeah. Elongate could stretch out forever.
392	An alcoholic wakes up in jail and asks the nearest officer why he's there "For excessive drinking" the officer replies So the prisoner replies "Great, when do we start?"
392	The first French fries weren't cooked in France. They were cooked in Greece.
392	My idiot hipster friend started wearing two monocles out in public. I said, "You are making a spectacle of yourself."
392	I just discovered white boards today And they are remarkable!!
391	What do you call a helpful sister? assister.
391	Why don't you ever see hippos hiding in trees? Because they're so good at it.
389	If you think swimming with dolphins is expensive, you should try swimming with sharks It cost me an arm and a leg!
389	When telling dad jokes/puns, do you prefer your victims to laugh or groan? I personally prefer horrible puns that make the listener regret being born with ears. But thats just me.
388	Remember not to kiss after midnight, folks. It's not proper to kiss on a first date.
386	My dad trusted no one. He even had a favourite saying about it. But he wouldn't tell me.
386	Why is there a L in Noel if it is Noel? *sorry if it's been posted before
386	If a pregnant woman goes swimming Does that make her a human submarine?
385	My son turned 21 today and as we were about to share our first drink together, I wisely advised him, "Remember, vodka may not be the answer..." "...but it's worth a shot."
385	Hipsters love Raiders of the Lost Ark... ...probably because it was the first Indie film.
385	Flat earthers have been quiet recently. They kind of fell off.
385	Watching bears fish for salmon in Alaska live on YouTube when my GF asks what I'm watching. "A live stream."
384	I just saw a woman with twelve breasts. Hehehe, sounds funny, Dozen tit?
384	A Jamaican man has stormed into my hairdressers and demanded I give him a new style I'm dreading it
384	Ordering pizza online Dad: So what'd it come to? Sister: the door.
381	Why did the Star Wars movies come out in the order: 456123? In charge of the sequence. Yoda was.
381	I called my wife and asked her if I should pick up Fish and chips on the way home from work and she hung up..... She's still angry she let me name the kids
381	I woke up this morning and found that someone dumped a bunch of legos on my front door step. I don't know what to make of it.
381	My artistic friend paints the most realistic fish, and I asked him what his secret was. He said, "It must be drawn to scale."
381	What's more impressive than a talking dog? a spelling bee
381	Just saw the first sign of spring on a tree What a releaf
381	How do skeletons get high? They use marrow-juana
381	What do dentists call their X-rays? Toothpics. ...I'll show myself out
380	I took the shell off of my racing snail, thinking it would make him faster. But if anything, it made him more sluggish.
380	The 3 unwritten rules of life... 1. 2. 3.
380	I asked my North Korean friend how life is in North Korea "I can't complain" He said.
380	I accidentally sent my friend flowers over the internet... Whoops, E-Daisies!
380	I have a phobia of German Sausages.. I fear the wurst.
379	My son just threw a milk carton at me How dairy
379	I asked my North Korean friend how it was going over there. He says he can't complain.
379	What do you call a replacement fart? A substi-toot
378	I can't remember how to write 51, 6, and 500 in Roman Numerals. And I am LIVID!
378	What did the Italian say after the hailstorm? "My car! Itsa Al Dente!" This failed miserably in r/jokes so it should be a raging success here.
378	I've just been looking at our ceiling, kids, and while I wouldn't say it's the best in the world... It's definitely up there...
377	I really enjoy my job as a claymation model designer I make six figures a year
377	With trembling hands, my doctor looked up from my x-ray and stammered, "This is exactly what I was afraid of." Gripping my chest, I rasped, "What?" Eyes wide, he whispered, "Skeletons!"
377	What do you call bears that don't have ears? b
376	My calculator is missing the minus button. But on the plus side, ...it still works.
376	How did the hay get out of jail? It made bale.
376	If you have no interest in banking You are not a loan.
376	At the end of a phone call. Dad -"Hey you need to go invest in all the balloons that you can." Their price is going up due to inflation.
376	I once asked my dad if I'd make a good father. He said, if you have a child you'll make a grand father.
376	My brother, ladies and gentlemen Me (after discovering that no one told me we had cookies): 'I feel I've been lied to by omission.' My brother: 'Who's Omission?'
375	When does a doctor become frustrated? When they run out of patients
375	I never trust people with graph paper It always seems like they're plotting something
374	What did Tennessee? The same thing Arkansas!
374	What do you call George Washington's false teeth? Presidentures
374	I was wondering why the sun hadn't come up yet Then it dawned on me.
373	After hearing me sing for the first time, my music teacher told me I should be tenor. Tenor twelve feet away from her and all musical instruments at all times.
373	I tried to join a secret religious society, but the requirements were very strict. It was called Diffi cult.
373	People make such a big deal about vegans, but I don't get it. I have never had a beef with one.
373	Will glass coffins be a sucess? Remains to be seen.
373	So, the local brewery just hired a one-legged guy He's in charge of the hops.
372	Where do spaghetti and sauce go to dance? The meat ball
371	What did the Spanish speaking magician say right before he performed his vanaishing trick? "Uno, dos..." And then POOF! He disappeared. Without a tres.
371	My wife is on a tropical fruit diet and our fridge is full of strange stuff. It's enough to make a mango crazy.
371	My dog Minton keeps eating my shuttlecocks. Bad Minton.
371	I wasn't sure how to use my computer mouse But then it clicked
371	Told my girlfriend I needed a new butt... Cause mine has a crack in it! ... Eyes were rolled.
371	Got my girlfriend with this one. 1
370	Is there a politically correct way to shop for a CD player for my car? I don't want to judge based on stereo types.
369	I am convinced that my wife is secretly adding glue to my weapons collection. She keeps denying it, but I'm sticking to my guns.
369	I was diagnosed with an advanced case of ADHD. AD4K
369	What award did Gaston of Beauty and The Beast won? The No Belle prize
367	A pirate walks into a bar with a paper towel for a hat. The bartender asks, "What's with the paper towel?" The pirate replies, "Arr, I got a Bounty on me head!"
367	Where did Noah store the bees? The Ark Hives.
366	Have you ever tried blindfolded archery? You don't know what you're missing
366	What do you need to do when you're addicted to sea weed? Sea kelp
366	When I was a single man, I had lots of free time. Then I started listening to whole albums, and I don't have time for my other hobbies.
366	Did you hear they arrested a T-Rex after he was hired on at the casino? He turned out to be a small arms dealer.
366	What kind of car does Mickey Mouse drive? A Minnie Van
366	What did 50 Cent say to his grandma when he saw her making socks for him? G, you knit!?
366	What becomes shorter when you add 2 letters? Short
365	Me: I'm terrified of random letters. Therapist: you are? Me: [Screams] Therapist: I see
365	If Elon Musk's car accidentally lands on the Sun... Will he be able to call Onstar?
365	tiforp a. I just turned a profit.
365	My husband just nearly made me drop my sandwich with laughter Him: Did you hear about the famous scientist who was also a father and a cannibal? Me: *confused stare* Him: Thomas Ate-his-son.
364	What was the name of the Egyptian that was buried with chocolate and nuts? Pharaoh Rocher
364	I like my women like I like my golf scores In their 80s with a slight handicap
364	So the other night I made a belt out of watches... But it turned out to be a waist of time
364	got my wife today it was a great wedding
363	Pancake day really crepe'd up on me this year. I hope this joke doesn't fall flat.
363	How many coders does it take to change a light bulb? None, that's a hardware problem.
362	Without a doubt my favorite Robin Williams movie is... Mrs. Fire!
362	Why did the Mexican take some Xanax? For Hispanic attacks.
362	Dad Jokes are the best. Now I will say why. Why.
362	Why do hospitals have emergency generators? It seems to me they have enough emergencies there to begin with.
362	An escaped prisoner was captured down at the docks. They were harboring a fugitive.
362	Some friends were having a 92nd birthday party for their grandma I said that's awesome, but you can't really have much of a party in a minute and a half.
362	My parents and I passed a used tires shop with a huge pile out front I said "Wow, he's sure set for retirement"
361	What does Keanu Reeves use to dry his tears when Keanu Grieves? Keanu Sleeves
361	I would like to thank my arms for always being by my side. I would like to thank my legs for always supporting me. And I would like to thank my fingers because I can always count on them.
361	I got a new sweater that kept picking up static electricity. So I took it back and exchanged it for another-free of charge.
361	If Crayola gets rid of a colour... Is it a pigment of our imagination?
361	I just did this to my friend and i think it belongs here I called her up and asked her how to pronounce 'B-U-Y'. She said buy? I said ok bye and hung up.
360	a soldier once survived pepper spray and mustard gas he was a seasoned veteran
360	How do you tuna fish? You raise or lower the scales.
360	Sitting in the hospital, getting ready for bed with the wife and our newborn son. Wife: Can you flip off the lights? Me: *proceed to look up and show the ceiling my middle finger* Wife: ...
360	Met a dad at work today I'm a cashier. I was ringing up an old man's groceries, and he told me that sugar makes the arthritis in his hands worse. Except his left hand, then it's his arthleftis.
359	What does a clock do when it's hungry? It goes back 4 seconds
358	What do you call a psychic midget who has escaped from prison? A small medium at large I'm sorry
358	Being a waiter is hard. The hours are long, the pay is low. But at least it puts food on the table.
358	I pointed a tape gun at coworker as he passed by and shouted "Beep beep, you're speeding, sir. Gotta get you a ticket" Coworker: "Nah, how you gonna prove it?" Me: "Easy, I have it here on tape!"
357	I had a racing snail... To make him more aero-dynamic I took off its shell. If anything it made him more sluggish
357	Why can't your nose be 12 inches long? Because then it will be a foot.
357	What do you call an unshaven British Spy? Stubble-07
357	What do you call ten rabbits walking backwards together? Receding hare line
357	where is the bathroom for I.T people located? At the I Pee Address
356	Why should you never fight a dinosaur? You'll get jurasskicked
356	My wife didn't think I'd give our daughter a silly name. But I called her Bluff.
356	Nobody believes that I can name the Canadian Prime Minister. It's Trudeau.
356	My grandfather told me this before he kicked the bucket. "Check out how far I can kick this bucket."
355	My son turned 18 today so I bought him a locket and put his picture in it... I guess you could say I wanted him to be independent!
355	What did the teacher with googley eyes say. I've got no control of my pupils.
355	What is the difference between a Hippo and a Zippo? A hippo is really heavy and a Zippo is a little lighter.
355	What did the man say after digging three holes? "Well, well, well..." My dads favorite joke. Hopefully it hasn't been done before. Xpost from r/jokes
354	When does a joke become a dad joke? When the punchline is apparent.
354	An inventor shows his friend the first knife ever... His friend says, "Wow! That's the best thing since bread." The inventor says, "Well, I'm about to blow your mind."
354	Did you hear? One attendee dumped a pot of Earl Grey over another attendee's head at the apiarists' convention. Truly, brewed tea was in the eye of the bee-holder.
354	My spanish friend wanted to rob a train. He had locomotives.
354	What will happen to the Supreme Court once Justice Bader Ginsburg dies? It will become Ruthless.
354	Told my girlfriend about lunch Me: My food went down the wrong hole. I guess you could say my lunch was breathtaking. Her: -_-
353	Why are fat penguins so popular at parties? They know how to break the ice
353	Last week at the zoo, I saw a baguette in a cage. It made me sad, because I knew it was bread in captivity.
353	My dog named Minton just ate a shuttlecock. Bad Minton.
353	My 9 year old is at it again... Did you hear about the pants that just came back from the gym? They were ripped.
353	You know, I didn't kiss my wife until I was married... because she wasn't my wife until we were married. One of my dad's favorites.
352	I know this awesome guy who created a perfect joke everyone still laughs at after 34 years. Thanks for everything, dad.
352	My daughter asked me, "Daddy why do I have to go to bed?" I replied, "Because the bed wont come to you!"
351	What do you call a disabled duck? Handiquacked
351	Why didn't the shark want to fight the octopus? Because he knew the octopus was well-armed.
351	Fake hair isn't free You have toupee
350	How do billboards communicate? Sign language
350	Oceans are the friendliest bodies of water. They always greet you with a wave.
349	Why couldn't the toilet paper cross the road Because it got stuck in a crack
349	What did the painter do when it got cold... He put on another coat
349	My grandfather's last words were, "Gallons. Quarts. Litres." That spoke volumes.
349	I don't think I can trust my pillow. It's always lying behind my back.
349	What do you call an elf that doesn't sing? A wrapper.
348	Why is Cinderella bad at soccer? She always runs away from the ball
348	Today I actually saw a dwarf prisoner climbing down a wall I thought to myself, "now that's a little condescending"
347	My friends keep telling me I'm frugal. I'm not buying it.
347	I farted in Burger King It was an absolute whopper
347	Someone accidentally mailed me 10 lbs of pot yesterday. So I did the right thing and called the cops. They just came by and picked up all 4 pounds.
347	Why are pediatricians always so angry? They have very little patients
346	How do flat-earthers travel the world? On a plane!
346	Soccer joke from my 10y: what's the difference between Germany and a tea bag? A tea bag spends more time in the cup.
346	Courtesy of my daughter ..... D:Why did the girl fall off the swing? Me: I don't know D: She had no arms!! Short pause...... D:Knock, knock Me:Who's there? D:NOT THE GIRL!
345	LPT: If you are trying to stay in a hotel that's completely booked, just tell the receptionist that your name is "improvement". Because there's always room for improvement.
345	What do vegans and vampires have in common? They both hate stakes
345	My 7yr old got me: If the pilgrims were still alive today, what would they be famous for? Being like 400 years old.
345	You know where the Torah mentions baseball? In the big inning... Thanks dad!
345	My mom dadjoked me... Me: I hit my head and my ear started ringing Mom: Did you answer it?
344	The secret service aren't allowed to yell "GET DOWN" anymore if the president is about to be attacked. Instead they say, "DONALD, Duck!"
344	A friend of mine has just got a job as a director at Macdonalds farm. He's been made the CIEIO
344	I'm excited to take my wife to this new musical about puns It's basically a play on words
344	I'm a Historian. When People Ask Me if My Work Keeps Me Busy, I Always Have to Tell Them: I've got a lot of time on my hands.
343	Did you hear the Trump administration is thinking about making it illegal to sell pre-shredded cheese? Apparently they want to make America grate again.
343	In college, I double-majored in accounting and dentistry... Now I can crunch numbers AND numb crunchers.
343	I was writing a text, and Autocorrect changed "killed" to "kilt". Well plaid, phone. Well plaid.
343	I stepped on a grape today It let out a little wine
343	Girlfriend's dad while we're listening to music We're listening to music on Pandora and Mozart comes on. Her dad: "Do you know what Mozart is doing now?" We shrug. Her dad: "Decomposing."
342	What is Beethoven doing now? Decomposing..
342	I made a pencil with 2 erasers today It was pointless
342	What do you call an ugly dinosaur? An eyesaur
342	Me: Honey, I'm terrified of vowels. Wife: Ummm, why? Me: Only sometimes.
342	I was scheduled to teach a course in Origami, but then decided to give up. Too much paperwork.
342	Did you know that all ants are actually female? If they were male they would be uncles
341	What did one plate say to the other plate? Dinner is on me
341	There is a mysterious crime spree going on at our local IKEA. The cops are having a hard time putting the pieces together.
341	I asked my wife if I'm the only one she's been with. She said, "Yes, the other ones were at least sevens of eights".
341	Two wind turbines sit in the ocean, one turns to the other and says "What music do you listen to?" The turbine says "I'm a massive heavy metal fan"
341	When does a joke become a dad joke? When the punchline becomes aparent.
340	Dad, what's a forklift? "Food, usually," I replied.
340	Where do you learn to make ice cream? Sunday school.
340	A man entered his home and discovered that someone had stolen every single lamp present in the house. He was absolutely delighted.
340	what kind of fruit can't get married A cantaloupe
340	Did you hear about the people who exhumed the wrong body? They made a grave mistake.
339	Dr: "Sir, I'm afraid your DNA is backwards" Me: "AND?"
339	I've never particularly liked those Russian nesting dolls... They're so full of themselves!
339	A seal is just a neutral sea lion. Neutral, as in without the ion. Thanks in advance
339	Not everyone looks good with a wig But I think you could really pull it off.
339	My dad just got back from a business trip to Alaska ... I asked him how the trip was. He said, "Oh, Juneau."
338	I had a dog who couldn't poop. So I named him Vegas. Because what happens in Vegas stays in Vegas.
338	Grammar nerd dad joke. Me: January is almost done. Then it will be February. My girl: Yeah! Then I can finally be eight. Me: Yes, but the correct form of the verb would be "eaten."
338	Harry Potter and a Dadjoke Boyfriend: "When you come over this weekend, bring Harry Potter and a bathing suit." Me: "I don't think I've read that one."
337	To the man in the wheelchair who stole my camouflage jacket You can hide but you can't run
337	Yesterday I called the suicide hotline, and they didn't pick up Way to leave me hanging guys
336	Justice is a dish best served cold If it were served warm it would be JustWater
336	Friend 1: "Yo where's your mom?" Friend 2: "I don't have one, my parents are gay" Friend 1: "Aw thats too dad"
336	I don't like to wear my seatbelt in the car but after a lot of pressure from my family... I buckled.
335	My Dad is a mathematician and exclusively has cake for dessert... ...because having Pi would be too irrational.
335	Why did the guitarist get sent to prison? He fingered A minor
335	My father-in-law wanted a picture with his new Christmas coffee cup. "Here, take my mug shot."
334	My doctor friend is addicted to hitting his patients on their knees to test their reflexes. He really gets a kick out of it.
334	How do you find Will Smith after a blizzard? Follow the Fresh Prints.
334	Why can't pirates finish the alphabet? Because they're stuck at C. I'm a proud dad, my daughter told me that.
334	Not a joke but here's some sage advice my dad gave me on women. If a woman is beautiful, tell her she's smart. If a woman is smart tell her she's beautiful. If she's neither tell her she lost weight.
334	My white noise machine broke tonight, so I called the manufacturer... They gave me pretty sound advice.
333	If a child refuses to go to sleep Is he resisting a rest? No, he's avoiding a kid napping.
333	If you have 17 apples in one hand and 14 apples in the other hand, what do you have? Really big hands.
333	What did the scarf say to the hat? You go on ahead; I'm gonna hang around.
333	What's the difference between a dirty bus stop and a lobster with breast implants? One's a crusty bus station, and the other's a busty crustacean.
333	Guys... Global warming is real It is winter and we have had the hottest day of the year already!
333	I'm always the last one eating at the Chinese buffet Rice guys finish last.
332	A bus station is where a bus stops. A train station is where a train stops. On my desk, I have a work station.
332	What did Cinderella say once she got to the Ball? *Insert gagging noises*
332	Just got a job taking care of horses. It's stable work.
332	What classic rock band do only white people like? The Police.
332	Why didn't I have a New Years kiss? I don't kiss on the first date.
331	What word becomes shorter when you add two letters to it? Short.
331	Therapist: Your wife has complained that you never buy her flowers, what do you say to that? To be honest I had no idea my wife sold flowers.
331	Her:I don't even know what the cloning machine does Me:Well that makes two of us
331	They were raised well [wedding] Priest: repeat after me Groom: after me P: ... [to bride] is he serious Bride: no his name is gary
331	Today would be a good day to make investments Historically, on this day, prophets have risen!
331	My Girlfriend's Dad Said This While Shingling The Roof "This roof is poison. One drop will kill me!"
330	Why was Luke Skywalker unlucky with love? He was looking in Alderaan places.
330	My twin sister always takes the stairs, but I prefer taking the elevator. I guess.... we are raised differently.
330	I'm having trouble organizing a Hide and Seek League. Good players are hard to find.
330	I put adderall into my Ford Fiesta Now it's a Ford Focus
330	We were talking about our cars "Where'd you get your Focus?" "Years of schooling."
329	How does the man on the moon cut his hair? Eclipse it
329	Your dad's gay. Which one?
329	Why is the Army so strict on uniforms? To minimise casual tees
329	Just applied for a job in my local mirror shop. Don't know what it is but I can totally see myself working there.
328	Why do cows wear bells? Because their horns dont work!
328	What do you call Elvis sitting on a chair? Pelvis Restly!
328	How to tell if music counts as heavy metal: Look and see if they have a lead guitar.
327	Who are the happiest people? Nomads
327	I'm reading a book called "The History of Lubricants". It's non-friction.
327	Someone called me average today. That's mean.
327	I just bought a case of dynamite. It was an offer I couldn't re-fuse. Update: Wow, I really didn't expect this to blow up
327	Easily my dad's favorite joke. What is the last thing each "Tickle Me Elmo" doll gets before leaving the factory? Two Test Tickles!
327	Why couldn't the chameleon change colour? ... because it had a reptile dysfunction.
327	Friends Dad dropped this one Friend: I've been offered a free trial of contact lenses. Dad: I prefer glasses. Contact lenses can't hold as much beer.
326	Why were the two prisoners good at grammar? Because they were always thinking about their sentences.
325	Personally, I don't believe in bros before hoes, or even hoes before bros. There needs to be a balance. A homie-hoe-stasis, if you will.
325	My girlfriend really changed after she became a vegan. It's like I've never seen herbivore.
325	I pulled my wife's panties to the side... So I could fit the rest of her socks in the drawer.
325	A woman got hit in the head by a can of soda Thank goodness it was a soft drink
